## Classical Chinese Character Frequency List
## 古汉语单字频率列表
## 拼音取自于http://www.mandarintools.com/cedict.html, http://www.chinese-forums.com/vocabulary/和http://sh.netsh.com/bbs/1951/。
## 英文翻译来自于CEDICT at http://www.mandarintools.com/cedict.html
## Columns are tab delimited. 行间分隔符为Tab键。
## http://lingua.mtsu.edu/chinese-computing/statistics/index.html
## http://lingua.mtsu.edu/chinese-computing/statistics/char/download.php?Which=CL
id	character	occurrences	frequency	pinyins	traductions
338	姐	42905	59.1892493406	jie3	older sister
339	次	42830	59.2547901238	ci4	nth/number (of times)/order/sequence/next/second(ary)/(measure word)
340	政	42778	59.3202513338	zheng4	political/politics/government
341	受	42477	59.3852519374	shou4	to bear/to stand/to endure/(passive marker)/to receive
342	求	42469	59.4502402989	qiu2	to seek/to look for/to request/to demand/to beseech
343	秋	42463	59.5152194788	qiu1	autumn/fall/harvest time/a swing, a swing
344	加	42308	59.5799614694	jia1	to add/plus
345	古	42040	59.6442933519	gu3	ancient/old
346	衣	41966	59.7085119956	yi1/yi4	clothes, gown/to dress/to wear
347	改	41927	59.7726709594	gai3	to change/to alter/to transform/to correct
348	服	41847	59.8367075028	fu2	clothes/dress/garment/submit/take (medicine)
349	娘	41821	59.9007042597	niang2	mother/young lady, mother/troubled
350	远	41812	59.9646872442	yuan3	far/distant/remote
351	侯	41691	60.028485068	hou2	marquis
352	解	41392	60.0918253459	jie3/jie4/xie4	to separate/to divide/to break up/to loosen/to explain/to untie/to emancipate, transport under guard, (surname)
353	林	41240	60.1549330251	lin2	woods/forest
354	流	41200	60.2179794941	liu2	to flow/to spread/to circulate/to move
355	给	40955	60.2806510509	gei3/ji3	to/for/for the benefit of/to give/to allow/to do sth (for sb)/(passive particle), to supply/provide
356	理	40882	60.3432108991	li3	reason/logic/science/inner principle or structure
357	孙	40537	60.4052428097	sun1	grandson
358	卒	40450	60.4671415882	cu4/zu2	abruptly/hurriedly, die/soldier
359	忠	40278	60.5287771629	zhong1	loyal
360	奉	40104	60.5901464735	feng4	to receive (from superior)/to offer/to revere
361	首	39950	60.6512801249	shou3	head/chief/first (occasion)/first (thing)/measure word for poems
362	留	39940	60.7123984738	liu2	leave (message)/to retain/to stay/to remain/to keep/to preserve
363	房	39861	60.7733959326	fang2	house
364	战	39595	60.8339863438	zhan4	to fight/fight/war/battle
365	连	39458	60.8943671102	lian2	(surname)/even/as/join/to link/successively
366	喜	38981	60.9540179454	xi3	to be fond of/to like/to enjoy/to be happy/to feel pleased/happiness/delight/glad
367	罪	38836	61.0134468937	zui4	guilt/crime/fault/blame/sin
368	称	38300	61.0720556258	chen4/cheng1/cheng4	balanced/to fit/well-off/suitable, to call/to praise/to weigh/to estimate/to consider/to call/to address/to name/to say/commend, steelyard
369	物	38222	61.1305449982	wu4	thing/object/matter
370	新	38102	61.18885074	xin1	meso- (chem.)/new/newly
371	善	38031	61.2470478338	shan4	good
372	刺	38010	61.3052127922	ci4	thorn/sting/prick/pierce/stab/thrust/assassinate/murder
373	食	37643	61.3628161474	shi2/si4	animal feed/eat/food, to feed
374	宜	37342	61.4199588962	yi2	proper/should/suitable/appropriate
375	教	37143	61.4767971243	jiao1/jiao4	teach, religion/teaching
376	广	37139	61.5336292314	guang3	wide/numerous/to spread
377	更	36933	61.5901461062	geng1/geng4	to change, more/even more/further/still/still more
378	章	36902	61.6466155431	zhang1	(surname)/chapter/seal/section
379	户	36782	61.7029013495	hu4	a household/door/family
380	吃	36578	61.7588749841	chi1/ji2	eat/eradicate/destroy/receive, eat, stammer
381	或	36446	61.8146466252	huo4	maybe/perhaps/might/possibly/or
382	观	36274	61.8701550625	guan1/guan4	to look at/to watch/to observe/to behold, Taoist monastery
383	报	36257	61.9256374855	bao4	to announce/to inform/report/newspaper/recompense/revenge
384	赐	36156	61.9809653528	ci4	confer/bestow/grant
385	保	36101	62.0362090562	bao3	to defend/to protect/to insure or guarantee/to maintain/hold or keep/to guard
386	建	36066	62.0913992007	jian4	to establish/to found/to set up/to build/to construct
387	引	36064	62.1465862847	yin3	to lead/to divert (water)/to guide
388	力	36033	62.2017259308	li4	power/force/strength
389	关	36006	62.25682426	guan1	(surname)/mountain pass/to close/to shut/to turn off/to concern/to involve
390	色	35835	62.3116609158	se4/shai3	color/look/appearance, color/dice
391	殿	35670	62.3662450796	dian4	palace hall
392	随	35572	62.4206792786	sui2	to follow/to comply with/to allow/(surname)
393	降	35424	62.4748869999	jiang4/xiang2	to drop/to fall/to come down/to descend, surrender
394	圣	35407	62.5290687069	sheng4	holy/sacred/saint/sage
395	任	35399	62.5832381719	ren4	to assign/to appoint/office/responsibility
396	宋	35369	62.6373617293	song4	(surname)/name of a dynasty
397	治	35314	62.6914011227	zhi4	to rule/to govern/to manage/to control/to harness (a river)/cure/treatment/to heal
398	台	35154	62.7451956754	tai2	surname/(classical) you (in letters)/platform/Taiwan (abbr.), desk/platform, (measure word)/platform/stage/terrace/stand/support/desk/station/broadcasting station, typhoon
399	告	35058	62.7988433238	gao4	to tell/to inform/to say
400	乱	35022	62.852435883	luan4	in confusion/disorderly
401	半	34718	62.9055632449	ban4	half/semi-/incomplete/(after a number) and a half/half
402	旧	34616	62.9585345209	jiu4	old (opposite of new)/former
403	计	34544	63.0113956187	ji4	to calculate/to compute/to count/reckon/ruse/to plan
404	待	34526	63.0642291718	dai1/dai4	stay/delay, wait/treat/deal with/need/about/intending to do something
405	放	34374	63.1168301264	fang4	to release/to free/to let go/to put/to place/to let out
406	青	34373	63.1694295507	qing1	green (blue, black)
407	省	34365	63.2220167329	sheng3/xing3	frugal/save/to omit/to leave out/to save (money)/province, comprehend/introspect/visit
408	乎	34236	63.2744065124	hu1	(interrog. part.)
409	始	34217	63.326767217	shi3	begin
410	吏	34198	63.3790988468	li4	minor official
411	带	34132	63.4313294799	dai4	band/belt/girdle/ribbon/area/zone/region/wear/carry/lead/bring/consists of/show/and
412	宣	34084	63.4834866607	xuan1	to declare (publicly)/to announce
413	转	34039	63.5355749801	zhuan3/zhuan4	to convey/to forward (mail)/to transfer/to turn/to shift, to revolve/to turn/to circle about/to walk about
414	病	33972	63.5875607725	bing4	ailment/sickness/illness/disease/fall ill/sick/defect
415	姓	33924	63.6394731127	xing4	surname/family name/name
416	香	33883	63.6913227125	xiang1	fragrant/incense/(of food) savory/appetizing/sweet/scented/popular
417	杨	33594	63.7427300688	yang2	(surname)/poplar
418	失	33416	63.7938650399	shi1	to lose/to miss/to fail
419	妇	33410	63.8449908295	fu4	woman
420	银	33358	63.8960370459	yin2	silver
421	动	33351	63.9470725504	dong4	to use/to act/to move/to change
422	论	33264	63.9979749229	lun2/lun4	the Analects (of Confucius), by the/per/discuss/theory/to talk (about)/to discuss
423	宁	33245	64.0488482206	ning2	peaceful/rather
424	卫	33235	64.0997062157	wei4	to guard/to protect/to defend/(surname)
425	孝	33187	64.1504907586	xiao4	filial
426	但	33160	64.2012339847	dan4	but/yet/however/only/merely/still
427	由	33125	64.2519236518	you2	follow/from/it is for...to/reason/cause/because of/due to/by/to/to leave it (to sb)
428	甲	33117	64.302601077	jia3	"A" (in a sequence of examples involving "A", "B", "C", etc.)/1st heavenly stem/1st in order/armor
429	差	33104	64.3532586088	cha1/cha4/chai1/ci1	difference/discrepancy/to differ/error/to err/to make a mistake, differ from/short of/to lack/poor, send/a messenger/a mission/to commission, uneven
430	镇	33087	64.4038901263	zhen4	composed/small town/to suppress/to press down/to post
431	吴	32992	64.4543762697	wu2	(surname)/province of Jiangsu
432	魏	32984	64.504850171	wei4	(surname)/name of a dynasty
433	诗	32973	64.5553072395	shi1	poem/poetry/verse
434	总	32922	64.6056862651	zong3	always/to assemble/gather/total/overall/head/chief/general/in every case
435	交	32866	64.6559795964	jiao1	to deliver/to turn over/to make friends/to intersect (lines)/to pay (money)
436	寻	32808	64.7061841731	xun2	to search/to look for/to seek
437	足	32785	64.7563535538	zu2	foot/to be sufficient
438	陵	32688	64.8063744999	ling2	mound/tomb/hill/mountain
439	怎	32665	64.8563602502	zen3	how
440	骑	32612	64.906264897	qi2	to ride (an animal or bike)/to sit astride
441	属	32523	64.9560333512	shu3/zhu3	belong to/category/be subordinate to/genus (taxonomy)/be born in the year of (one of the 12 animals)/family members/dependants, join together/fix one's attention on/concentrate on
442	管	32396	65.0056074631	guan3	to take care (of)/to control/to manage/to be in charge of/to look after/to run/tube/pipe
443	迁	32303	65.0550392614	qian1	to move/to shift
444	早	32224	65.1043501696	zao3	early/morning
445	客	32200	65.1536243518	ke4	customer/visitor/guest
446	仁	31958	65.2025282124	ren2	humane
447	久	31878	65.2513096527	jiu3	(long) time/(long) duration of time
448	监	31842	65.3000360038	jian1/jian4	hard/strong/solid/firm/to supervise/to inspect/jail/prison, supervisor
449	深	31753	65.3486261624	shen1	deep/profound
450	贤	31713	65.3971551107	xian2	worthy (person)
451	员	31712	65.4456825288	yuan2	person/employee/member
452	尔	31663	65.4941349645	er3	thus/so/like that/you/thou
453	贵	31652	65.5425705674	gui4	expensive/noble/your (name)/precious
454	星	31609	65.5909403693	xing1	star/satellite/small amount
455	莫	31566	65.6392443703	mo4	do not/there is none who
456	景	31508	65.6874596166	jing3	bright/circumstance/scenery
457	语	31432	65.7355585636	yu3/yu4	dialect/language/speech, tell to
458	车	31411	65.7836253752	che1/ju1	car/a vehicle/machine/to shape with a lathe, vehicle on land
459	堂	31402	65.8316784145	tang2	(main) hall/large room
460	赵	31367	65.879677895	zhao4	(surname)
461	收	31310	65.9275901509	shou1	to receive/to accept/to collect/in care of (used on address line after name)
462	秦	31257	65.9754213034	qin2	(surname)/name of a dynasty
463	代	31201	66.0231667617	dai4	substitute/replace/generation/dynasty/geological era/era/age/period
464	唐	31041	66.0706673793	tang2	Tang dynasty (618-907)
465	集	30986	66.118083833	ji2	to gather/to collect/collected works
466	飞	30850	66.165292172	fei1	to fly
467	破	30565	66.2120643887	po4	to break/to split/broken/damaged/worn out
468	仙	30512	66.2587555019	xian1	immortal
469	反	30483	66.3054022377	fan3	wrong side out or up/anti-
470	近	30462	66.3520168382	jin4	near/close (to)/approximately
471	修	30399	66.3985350327	xiu1	to decorate/to embellish/to repair/to build/to study/to write/to cultivate
472	异	30391	66.4450409851	yi4	(interj.)/raise/to stop, different/unusual/strange
473	梁	30376	66.4915239837	liang2	(surname)/beam of roof/bridge, beam of roof
474	备	30356	66.5379763773	bei4	to prepare/get ready/to provide or equip
475	丁	30233	66.5842405496	ding1	(surname)/4th heavenly stem/a Chinese surname
476	营	30171	66.6304098461	ying2	army/to deal in/to trade/to operate/to run/camp/nourishment/to manage
477	曾	30171	66.6765791427	ceng2/zeng1	(refers to something that happened previously)/already/at some time in the past/before/once, (surname)/great-grand (father)
478	志	29811	66.7221975477	zhi4	the will, sign/mark/to record/write a footnote
479	果	29755	66.7677302586	guo3	fruit/result
480	焉	29695	66.8131711541	yan1	where/how
481	院	29419	66.8581896996	yuan4	courtyard/institution
482	空	29325	66.9030644012	kong1/kong4	air/sky/empty/in vain, emptied/leisure
483	夏	29300	66.9479008464	xia4	summer/Xia (proper name)
484	华	29245	66.9926531276	hua2/hua4	(abbreviation for) China/(surname) Hua/magnificent/splendid/flowery, (surname)/name of a mountain
485	火	29182	67.0373090029	huo3	fire
486	全	29072	67.0817965501	quan2	all/whole/entire/every/complete
487	急	29038	67.1262320688	ji2	hurried/worried
488	临	28965	67.1705558789	lin2	to face/to overlook/to arrive/to be (just) about to/just before
489	样	28942	67.2148444931	yang4	manner/pattern/way/appearance/shape
490	田	28894	67.2590596552	tian2	(surname)/field/farm
491	忽	28794	67.3031217918	hu1	suddenly
492	参	28719	67.3470691594	can1/shen1	take part in/participate/join/attend/to join/unequal/varied/irregular/to counsel/uneven/not uniform, ginseng
493	永	28548	67.3907548535	yong3	forever/always/perpetual (ly)
494	岂	28540	67.4344283056	qi3	how can it be that
495	终	28526	67.4780803342	zhong1	end/finish
496	止	28512	67.5217109392	zhi3	to stop/toe
497	每	28494	67.5653139996	mei3	each/every
498	易	28494	67.60891706	yi4	(surname)/change/easy/simple
499	忙	28460	67.6524680918	mang2	busy
500	恩	28424	67.6959640344	en1	kind act (from above)
501	率	28382	67.7393957063	lu:4/shuai4/lv4	rate/frequency, to lead/command
502	辞	28343	67.7827676984	ci2	bid farewell/diction/resign/say goodbye/take leave/decline
503	利	28281	67.8260448147	li4	advantage/benefit/profit/sharp
504	点	28199	67.8691964501	dian3	(downwards-right convex character stroke)/o'clock/(a measure word)/point/dot/(decimal) point)
505	谢	28166	67.9122975872	xie4	(surname)/to thank
506	容	28159	67.9553880125	rong2	to hold/to contain/to allow/appearance/look/countenance
507	除	27840	67.9979902867	chu2	remove/do away with/wipe out/divide/except
508	历	27834	68.0405833794	li4	calendar, to experience/to undergo/to pass through/all/each/every/calendar
509	致	27659	68.0829086776	zhi4	fine and close, to send/to devote/to deliver/to cause/to convey
510	晋	27571	68.1250993135	jin4	name of a dynasty
511	拿	27570	68.1672884191	na2	to hold/to seize/to catch/to apprehend/to take
512	败	27569	68.2094759945	bai4	be defeated/to defeat/loss
513	征	27490	68.2515426798	zheng1	attack/levy (troops or taxes)/journey/trip/expedition
514	伯	27414	68.2934930657	bo2	father's elder brother/senior/paternal elder uncle/eldest of brothers/respectful form of address
515	胜	27274	68.3352292161	sheng1/sheng4	(also sheng4) able to do/competent enough to, peptide, victorious
516	妻	27216	68.3768766118	qi1/qi4	wife, to marry off (a daughter)
517	承	27188	68.4184811604	cheng2	to bear/to carry/to hold/to continue/to undertake/to take charge/owing to/due to/to receive
518	庙	27138	68.4600091962	miao4	temple/monastery
519	仪	27079	68.5014469471	yi2	apparatus/rites/appearance/present/ceremony
520	指	27060	68.5428556231	zhi3	finger/to point/to direct/to indicate
521	接	27050	68.5842489966	jie1	to extend/to connect/to receive/to join
522	凡	27049	68.6256408398	fan2	ordinary/every/all/whatever/worldly
523	兼	27006	68.6669668821	jian1	double/twice/simultaneous/holding two or more (official) posts at the same time
524	阴	27004	68.7082898639	yin1	(of weather) overcast/Yin/feminine/moon/cloudy/negative (electric.)/shady
525	怀	26945	68.7495225607	huai2	to think of/to cherish/mind/heart/bosom
526	表	26932	68.7907353642	biao3	surface/exterior/to watch/to show/express/an example/a list or table/a meter/a watch/chart/external
527	倒	26797	68.8317415834	dao3/dao4	to fall/to collapse/to topple/to change/to fail/bankrupt, upset/turn over/to tip/to pour/to go home/to the contrary/inverted
528	遇	26736	68.8726544571	yu4	meet with
529	徐	26724	68.9135489678	xu2	slow/gentle/Xu (a surname)
530	满	26699	68.9544052221	man3	Manchurian/to fill/to fulfill/filled/packed
531	执	26690	68.9952477041	zhi2	execute (a plan)/grasp
532	密	26640	69.0360136734	mi4	secret/confidential/close/thick/dense
533	红	26628	69.0767612796	hong2	bonus/popular/red/revolutionary
534	庆	26561	69.1174063589	qing4	celebrate
535	授	26511	69.1579749254	shou4	to teach/to instruct/to award/to give
536	须	26497	69.1985220683	xu1	beard/necessary/must, beard/mustache
537	耳	26440	69.2389819868	er3	ear
538	恐	26372	69.279337848	kong3	afraid/frightened/to fear
539	济	26324	69.319620257	ji4	aid/ferry/frugal
540	土	26300	69.3598659399	tu3	earth/dust
541	幸	26300	69.4001116229	xing4	lucky, fortunate/lucky
542	犯	26193	69.4401935686	fan4	to violate/to offend
543	游	26188	69.480267863	you2	to walk/to tour/to roam/to swim/to travel, to roam/travel
544	督	26049	69.5201294522	du1	supervise
545	惊	25914	69.559784457	jing1	to start/to be frightened/to be scared/alarm
546	船	25899	69.599416508	chuan2	a boat/vessel/ship
547	丞	25767	69.6388465655	cheng2	deputy
548	召	25697	69.6781695051	shao4/zhao4	(surname)/name of an ancient state, to call together/to summon/to convene
549	害	25679	69.7174649003	hai4	to do harm to/to cause trouble to/harm/evil/calamity
550	散	25651	69.7567174483	san3/san4	leisurely/loosen/powdered medicine/to scatter/to come loose, adjourn/scatter
551	免	25631	69.7959393912	mian3	to exempt/to remove/to avoid/to excuse
552	福	25582	69.8350863516	fu2	good fortune
553	攻	25501	69.8741093615	gong1	to attack/to accuse/to study
554	木	25484	69.9131063571	mu4	tree/wood
555	尉	25425	69.9520130676	wei4	(surname)/milit. official/to quiet
556	讨	25328	69.9907713436	tao3	ask for/send punitive expedition/to demand/to marry
557	性	25275	70.029448516	xing4	sex/nature/surname/suffix corresponding to -ness or -ity
558	化	25221	70.0680430547	hua4	to make into/to change into/-ization/to ... -ize/to transform
559	号	25161	70.1065457782	hao2/hao4	roar/cry, day of a month/(suffix used after) name of a ship/(ordinal) number
560	贾	25119	70.144984231	gu3/jia3	merchant/to buy, (surname)
561	愿	25117	70.1834196233	yuan4	sincere/willing, hope/wish/desire/ready/willing
562	申	25053	70.2217570794	shen1	(surname)/3-5 p.m./9th earthly branch/extend/to state/to explain
563	良	25046	70.2600838236	liang2	good/very/very much
564	俱	24929	70.2982315282	ju1/ju4	entirely/without exception, a social club
565	觉	24862	70.3362767057	jiao4/jue2	a nap/a sleep, feel/find that/thinking/awake/aware
566	乘	24825	70.3742652638	cheng2	ride/mount/make use of/take advantage of/multiply/to avail of/to ride
567	廷	24683	70.4120365258	ting2	palace courtyard
